Record ID,Source Row ID,Record Kind,Department,Role,Production Type,Budget Band,Rate Type,Experience Level,Rate Value,Rate Text,Currency,Rate Unit,Holiday Pay Treatment,Other Component,Source PDF,Source Page,Source Table / Section,Source Notes,Extraction Status
RR000084,SR00021,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 4,Weekly minimum,,1000,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000085,SR00022,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 1,Daily equivalent,,160,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000086,SR00022,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 2,Daily equivalent,,170,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000087,SR00022,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 3,Daily equivalent,,200,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000088,SR00022,Base / package rate,Assistant Directors,PA / AD Trainee,TV Drama,TV Band 4,Daily equivalent,,200,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,TV/Streaming,10-hour day / 50-hour week; excludes holiday pay and prep/wrap hour,Verified
RR000089,SR00023,Base / package rate,Assistant Directors,PA / AD Trainee,Film,MMP (£30m+),Weekly minimum,,1210,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000090,SR00023,Base / package rate,Assistant Directors,PA / AD Trainee,Film,Film Indie / Feature,Weekly minimum,,800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000091,SR00023,Base / package rate,Assistant Directors,PA / AD Trainee,Film,Film Low Budget,Weekly minimum,,800,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000092,SR00023,Base / package rate,Assistant Directors,PA / AD Trainee,Film,Film Mid Budget,Weekly minimum,,1000,,GBP,week,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000093,SR00024,Base / package rate,Assistant Directors,PA / AD Trainee,Film,MMP (£30m+),Daily equivalent,,242,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000094,SR00024,Base / package rate,Assistant Directors,PA / AD Trainee,Film,Film Indie / Feature,Daily equivalent,,160,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000095,SR00024,Base / package rate,Assistant Directors,PA / AD Trainee,Film,Film Low Budget,Daily equivalent,,160,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000096,SR00024,Base / package rate,Assistant Directors,PA / AD Trainee,Film,Film Mid Budget,Daily equivalent,,200,,GBP,day,Excluded,,Bectu-Assistant-Directors-Rate-Card-1-May-2026.pdf,1,Film low-budget bands and MMP,"<£5m, <£10m, <£30m use 10-hour day/50-hour week; MMP uses 55-hour week. Excludes holiday pay.",Verified
RR000097,SR00025,Base / package rate,Camera,Cinematographer,Film,MMP (£30m+),Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000098,SR00025,Base / package rate,Camera,Cinematographer,TV Drama,TV Band 1,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000099,SR00025,Base / package rate,Camera,Cinematographer,TV Drama,TV Band 2,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000100,SR00025,Base / package rate,Camera,Cinematographer,TV Drama,TV Band 3,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000101,SR00025,Base / package rate,Camera,Cinematographer,TV Drama,TV Band 4,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000102,SR00025,Base / package rate,Camera,Cinematographer,Film,Film Indie / Feature,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000103,SR00025,Base / package rate,Camera,Cinematographer,Film,Film Low Budget,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000104,SR00025,Base / package rate,Camera,Cinematographer,Film,Film Mid Budget,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000105,SR00025,Base / package rate,Camera,Cinematographer,Commercial,Commercials,Individually negotiated,,,Ind. Neg.,GBP,,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000106,SR00026,Base / package rate,Camera,Camera Operator,Film,MMP (£30m+),Hour - base rate (1T),,81,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000107,SR00026,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 1,Hour - base rate (1T),,56,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000108,SR00026,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 2,Hour - base rate (1T),,63,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000109,SR00026,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 3,Hour - base rate (1T),,67,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000110,SR00026,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 4,Hour - base rate (1T),,,Ind. Neg.,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000111,SR00026,Base / package rate,Camera,Camera Operator,Film,Film Indie / Feature,Hour - base rate (1T),,57,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000112,SR00026,Base / package rate,Camera,Camera Operator,Film,Film Low Budget,Hour - base rate (1T),,68,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000113,SR00026,Base / package rate,Camera,Camera Operator,Film,Film Mid Budget,Hour - base rate (1T),,81,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000114,SR00026,Base / package rate,Camera,Camera Operator,Commercial,Commercials,Hour - base rate (1T),,,Ind. Neg.,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000115,SR00027,Rate component,Camera,Camera Operator,Film,MMP (£30m+),Camera overtime,,82,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000116,SR00027,Rate component,Camera,Camera Operator,TV Drama,TV Band 1,Camera overtime,,70,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000117,SR00027,Rate component,Camera,Camera Operator,TV Drama,TV Band 2,Camera overtime,,70,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000118,SR00027,Rate component,Camera,Camera Operator,TV Drama,TV Band 3,Camera overtime,,70,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000119,SR00027,Rate component,Camera,Camera Operator,TV Drama,TV Band 4,Camera overtime,,,Ind. Neg.,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000120,SR00027,Rate component,Camera,Camera Operator,Film,Film Indie / Feature,Camera overtime,,82,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000121,SR00027,Rate component,Camera,Camera Operator,Film,Film Low Budget,Camera overtime,,82,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000122,SR00027,Rate component,Camera,Camera Operator,Film,Film Mid Budget,Camera overtime,,82,,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000123,SR00027,Rate component,Camera,Camera Operator,Commercial,Commercials,Camera overtime,,,Ind. Neg.,GBP,hour,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000124,SR00028,Base / package rate,Camera,Camera Operator,Film,MMP (£30m+),10 hr day (10 + 1hr lunch),,808,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000125,SR00028,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 1,10 hr day (10 + 1hr lunch),,563,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000126,SR00028,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 2,10 hr day (10 + 1hr lunch),,634,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000127,SR00028,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 3,10 hr day (10 + 1hr lunch),,673,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000128,SR00028,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 4,10 hr day (10 + 1hr lunch),,,Ind. Neg.,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000129,SR00028,Base / package rate,Camera,Camera Operator,Film,Film Indie / Feature,10 hr day (10 + 1hr lunch),,565,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000130,SR00028,Base / package rate,Camera,Camera Operator,Film,Film Low Budget,10 hr day (10 + 1hr lunch),,678,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000131,SR00028,Base / package rate,Camera,Camera Operator,Film,Film Mid Budget,10 hr day (10 + 1hr lunch),,808,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000132,SR00028,Base / package rate,Camera,Camera Operator,Commercial,Commercials,10 hr day (10 + 1hr lunch),,,Ind. Neg.,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000133,SR00029,Base / package rate,Camera,Camera Operator,Film,MMP (£30m+),11 hr day (11 + 1hr lunch),,969,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000134,SR00029,Base / package rate,Camera,Camera Operator,Film,Film Indie / Feature,11 hr day (11 + 1hr lunch),,678,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000135,SR00029,Base / package rate,Camera,Camera Operator,Film,Film Low Budget,11 hr day (11 + 1hr lunch),,814,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000136,SR00029,Base / package rate,Camera,Camera Operator,Film,Film Mid Budget,11 hr day (11 + 1hr lunch),,969,,GBP,day,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000137,SR00030,Base / package rate,Camera,Camera Operator,Film,MMP (£30m+),50 hr week (5 x 10hr),,4038,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000138,SR00030,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 1,50 hr week (5 x 10hr),,2814,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000139,SR00030,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 2,50 hr week (5 x 10hr),,3171,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000140,SR00030,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 3,50 hr week (5 x 10hr),,3364,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000141,SR00030,Base / package rate,Camera,Camera Operator,TV Drama,TV Band 4,50 hr week (5 x 10hr),,,Ind. Neg.,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000142,SR00030,Base / package rate,Camera,Camera Operator,Film,Film Indie / Feature,50 hr week (5 x 10hr),,2826,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000143,SR00030,Base / package rate,Camera,Camera Operator,Film,Film Low Budget,50 hr week (5 x 10hr),,3391,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
RR000144,SR00030,Base / package rate,Camera,Camera Operator,Film,Film Mid Budget,50 hr week (5 x 10hr),,4038,,GBP,week,Unspecified,,camera-branch-ratecard-film-and-tv-drama-2025-v37a-new-format.pdf,1,Film & TV Drama rate card,Labour only; standard day shooting hours. Blank means source cell blank.,Verified
